datetime,iso,local_languages,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_fact_reliable_RT,info_fact_unreliable_RT,info_fact_reliable_RE,info_fact_unreliable_RE,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,info_dyn_iri_RT,info_dyn_iri_RE,info_dyn_iri,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,DEU,de,3603,971,105,2527,1018,483,181,914,242,625,24,459,50,1,104,21,5,189,61,463,325,138,11,2,29342648,4293279,26071937,25986585,3956320,24966613,155,1532,32,1884,0.0305,5.3853,5.2617,4.2264,-0.0244,-0.0318,-0.0481,0.0060,0.0803,0.1276,0.1321,0.2981,0.1538,0.2941,-0.0063,0,0,0,0
2020-01-23,DEU,de,6318,1536,232,4550,1403,783,281,1344,315,953,49,734,9,20,178,55,19,164,31,657,542,213,12,5,32314021,5432086,37047316,25713655,3949440,33162466,194,2653,34,3437,-0.0309,5.5182,5.3396,4.4116,-0.0347,-0.0252,-0.0408,0.0033,0.0769,0.1439,0.1331,0.2821,0.2941,0.2824,-0.0050,0,0,0,0
2020-01-24,DEU,de,12152,3079,442,8631,2915,1564,376,2250,668,1428,50,1514,26,9,224,80,37,503,40,1147,1138,283,33,8,40416146,6355056,34769725,34118185,5259950,32028159,245,5079,49,6779,0.0564,5.6317,5.4314,4.3662,-0.0573,0.0058,-0.0354,-0.0075,0.0731,0.1359,0.1336,0.1992,0.1951,0.1990,0.0047,0,0,0,0
2020-01-25,DEU,de,17731,3409,734,13588,3830,1837,403,2590,671,1727,72,1765,4,33,225,100,41,638,54,1271,1347,302,67,25,43106259,4884688,36817173,31512375,4008549,31212172,205,7483,39,10004,-0.0884,5.3550,5.2622,4.2635,-0.0368,-0.0227,-0.0330,0.0015,0.0669,0.1018,0.1129,0.1831,0.2717,0.1878,,0,0,0,0
2020-01-26,DEU,de,16998,3610,816,12572,3962,1706,538,3013,702,2017,56,1650,4,54,280,121,79,529,70,1448,1225,395,49,23,35563911,9429190,42199419,24647519,7893597,37778027,183,6992,63,9760,-0.1281,5.2723,5.2128,4.3062,-0.0320,-0.0449,-0.0435,0.0044,0.0686,0.2096,0.2426,0.2438,0.3194,0.2470,,0,0,0,0
2020-01-27,DEU,de,14818,3997,701,10120,4300,1935,379,3384,723,2414,91,1844,12,10,235,63,59,683,39,1834,1374,275,37,20,41325396,6171555,58015576,33282112,5271641,52905930,319,6184,71,8244,-0.1718,5.1784,5.2010,4.3750,-0.0444,-0.0522,-0.0373,0.0064,0.0638,0.1299,0.1367,0.1668,0.3509,0.1729,-0.0127,0,0,0,0
2020-01-28,DEU,de,24650,8076,1419,15155,12491,2806,664,5720,1216,4112,75,2731,104,22,431,62,45,1496,173,3645,1696,496,116,12,79772428,19574079,113251012,66536115,18382331,105459107,741,10515,192,13202,-0.1044,5.2526,5.2862,4.2608,-0.0425,-0.0435,-0.0355,0.0021,0.0669,0.1970,0.2165,0.2263,0.0938,0.2190,0.0037,1,1,0,0
2020-01-29,DEU,de,20641,6345,1159,13137,8986,1230,478,2869,810,1793,36,1194,183,30,179,49,37,472,223,1647,631,352,63,18,34618624,15168026,73672590,24428424,14610752,70422725,727,8823,187,10904,-0.0899,5.2116,5.2006,4.3282,-0.0520,-0.0367,-0.0416,0.0018,0.0711,0.3047,0.3743,0.3581,0.2222,0.3477,0.0021,4,3,0,0
2020-01-30,DEU,de,22677,6871,996,14810,6938,1511,438,3490,857,2081,40,1471,44,44,259,55,36,531,79,1760,888,304,47,7,47894174,16315547,64438031,39141467,15715545,59170759,672,9367,252,12386,-0.0772,5.2290,5.2210,4.2756,-0.0400,-0.0444,-0.0397,0.0130,0.0690,0.2541,0.2865,0.2550,0.1296,0.2496,-0.0022,4,0,0,0
2020-01-31,DEU,de,21821,6351,1010,14460,6711,1316,735,2913,862,1814,60,1256,77,74,442,82,60,436,335,1534,702,568,54,21,33580862,63710062,50424576,28689016,62767472,47705721,697,9464,179,11481,-0.1017,5.1616,5.2176,4.3338,-0.0443,-0.0447,-0.0394,-0.0066,0.0690,0.6548,0.6863,0.4472,0.2800,0.4379,-0.0163,5,1,0,0
2020-02-01,DEU,de,13579,3783,824,8972,4761,824,313,1758,591,986,47,777,32,22,128,56,75,287,62,788,438,220,32,14,20158305,3271216,22381872,18834983,2699988,20366434,311,5599,72,7597,-0.1177,5.1461,5.2081,4.3191,-0.0455,-0.0480,-0.0429,-0.0101,0.0735,0.1396,0.1254,0.3343,0.3043,0.3324,,7,2,0,0
2020-02-02,DEU,de,15231,4051,907,10273,5910,1049,251,1823,553,1125,29,1020,22,37,120,42,30,440,53,967,595,157,63,10,27034836,4721064,33578283,24670758,4310334,31740162,368,6634,45,8184,-0.1069,5.2391,5.2475,4.3091,-0.0305,-0.0349,-0.0432,0.0060,0.0743,0.1487,0.1487,0.2088,0.1370,0.2024,,8,1,0,0
